171 248 2171
170 249 2169
170 250 2038
169 251 2037
168 252 2036
167 253 2073
166 254 2051
165 255 2050
165 256 2013
164 257 2004
164 258 2013
163 259 2002
163 260 2010
162 261 1955
162 262 1964
162 263 1968
162 264 1971
162 265 1964
162 266 1991
161 267 1991
160 268 2024
160 269 2008
160 270 2015
159 271 2050
159 272 2027
159 273 2031
159 274 2038
158 275 2048
157 276 2101
157 277 2187
156 278 2065
155 279 2131
155 280 2075
155 281 2195
155 282 2192
154 283 2270
153 284 2168
152 285 2163
151 286 2185
151 287 2203
150 288 2211
150 289 2274
149 290 2354
149 291 2427
149 292 2504
148 293 2558
148 294 2606
148 295 2621
148 296 2652
148 297 2673
148 298 2663
148 299 2593
147 300 2501
147 301 2408
147 302 2454
146 303 2458
146 304 2510
146 305 2674
145 306 2717
145 307 2886
145 308 3088
145 309 3099
145 310 3055
145 311 3197
144 312 3182
143 313 3114
142 314 3109
142 315 3159
142 316 3326
141 317 3413
141 318 3348
141 319 3267
141 320 3222
141 321 3171
141 322 3056
141 323 3047
140 324 3022
140 325 2971
139 326 2885
139 327 2821
138 328 2777
138 329 2732
137 330 2615
137 331 2499
137 332 2453
137 333 2445
137 334 2401
137 335 2401
137 336 2401
137 337 2497
137 338 2573
137 339 2652
137 340 2852
137 341 2991
137 342 3193
136 343 3335
136 344 3241
136 345 3059
136 346 3002
136 347 2921
136 348 2814
136 349 2805
135 350 2797
135 351 2760
135 352 2756
134 353 2729
133 354 2703
132 355 2628
132 356 2713
132 357 2658
132 358 2650
132 359 2760
131 360 2703
131 361 2816
131 362 2814
131 363 2819
131 364 2809
131 365 2822
131 366 2881
131 367 2926
131 368 2933
131 369 2919
131 370 3160
130 371 3193
130 372 3265
130 373 3095
129 374 3070
129 375 3143
129 376 2978
128 377 2851
128 378 2786
128 379 2866
128 380 2776
128 381 2664
127 382 2685
127 383 2670
127 384 2663
127 385 2650
126 386 2625
126 387 2602
126 388 2593
125 389 2645
124 390 2664
124 391 2630
123 392 2603
123 393 2622
123 394 2673
123 395 2734
123 396 2807
123 397 2912
122 398 2939
122 399 2954
122 400 3004
121 401 3107
120 402 3282
120 403 3787
120 404 3652
120 405 3569
120 406 3518
119 407 3388
119 408 3529
119 409 3560
119 410 3673
119 411 3720
118 412 3733
118 413 3668
118 414 3375
118 415 3282
117 416 3253
116 417 3153
116 418 3154
116 419 3150
115 420 3109
114 421 3156
113 422 3025
112 423 2945
111 424 2930
110 425 2874
109 426 2845
108 427 2750
108 428 2710
107 429 2695
106 430 2704
106 431 2634
106 432 2641
106 433 2619
105 434 2610
105 435 2613
104 436 2537
103 437 2562
103 438 2549
103 439 2467
103 440 2458
103 441 2413
103 442 2286
102 443 2324
101 444 2358
101 445 2425
101 446 2306
100 447 2167
100 448 2085
99 449 2088
99 450 2062
98 451 2005
97 452 1868
97 453 1789
96 454 1739
96 455 1705
96 456 1612
96 457 1617
95 458 1583
95 459 1587
95 460 1586
95 461 1583
95 462 1588
95 463 1587
94 464 1593
93 465 1593
92 466 1592
92 467 1581
92 468 1568
91 469 1563
91 470 1566
91 471 1559
91 472 1556
91 473 1569
91 474 1571
90 475 1562
89 476 1553
89 477 1548
88 478 1541
87 479 1533
87 480 1527
87 481 1522
86 482 1513
86 483 1499
85 484 1490
84 485 1491
84 486 1485
84 487 1489
83 488 1489
83 489 1480
83 490 1480
82 491 1484
82 492 1481
81 493 1485
80 494 1488
79 495 1491
79 496 1483
79 497 1469
79 498 1463
79 499 1454
79 500 1451
78 501 1453
78 502 1460
78 503 1482
78 504 1480
78 505 1480
77 506 1485
76 507 1483
76 508 1493
76 509 1500
75 510 1487
75 511 1487
75 512 1480
75 513 1474
75 514 1470
74 515 1463
74 516 1468
74 517 1469
74 518 1467
73 519 1469
72 520 1472
72 521 1466
72 522 1447
71 523 1440
71 524 1423
71 525 1418
71 526 1416
71 527 1415
71 528 1412
71 529 1410
71 530 1409
71 531 1405
70 532 1403
70 533 1401
69 534 1400
69 535 1397
69 536 1400
69 537 1403
69 538 1407
69 539 1409
68 540 1407
68 541 1412
68 542 1414
68 543 1416
68 544 1408
67 545 1410
67 546 1411
67 547 1412
66 548 1412
66 549 1418
65 550 1419
64 551 1425
63 552 1428
63 553 1429
62 554 1429
62 555 1434
62 556 1445
62 557 1449
62 558 1454
62 559 1456
62 560 1463
62 561 1472
62 562 1480
62 563 1486
62 564 1500
62 565 1498
62 566 1492
62 567 1480
62 568 1460
62 569 1449
61 570 1443
60 571 1450
59 572 1447
58 573 1442
58 574 1443
58 575 1453
58 576 1440
57 577 1434
57 578 1437
57 579 1435
57 580 1438
57 581 1438
57 582 1447
57 583 1448
57 584 1456
57 585 1460
57 586 1463
57 587 1467
57 588 1462
57 589 1466
56 590 1464
56 591 1459
56 592 1480
56 593 1500
56 594 1507
55 595 1506
55 596 1506
55 597 1506
55 598 1507
55 599 1500
55 600 1497
55 601 1490
55 602 1482
55 603 1482
55 604 1488
54 605 1490
54 606 1501
53 607 1498
52 608 1500
52 609 1518
52 610 1520
51 611 1511
51 612 1510
51 613 1499
51 614 1495
51 615 1490
51 616 1482
51 617 1477
51 618 1476
51 619 1472
51 620 1466
51 621 1452
50 622 1456
50 623 1463
49 624 1462
49 625 1460
49 626 1450
48 627 1450
48 628 1450
48 629 1447
48 630 1443
48 631 1440
47 632 1430
47 633 1443
47 634 1439
46 635 1429
46 636 1423
45 637 1430
44 638 1430
44 639 1425
44 640 1420
44 641 1421
44 642 1418
44 643 1408
43 644 1411
42 645 1400
42 646 1399
42 647 1399
42 648 1400
42 649 1401
41 650 1400
41 651 1406
41 652 1405
41 653 1404
41 654 1398
41 655 1378
40 656 1372
40 657 1363
40 658 1357
40 659 1360
40 660 1354
40 661 1350
40 662 1338
40 663 1332
40 664 1323
40 665 1308
40 666 1293
39 667 1294
39 668 1299
39 669 1315
39 670 1330
38 671 1333
37 672 1336
37 673 1337
37 674 1338
37 675 1342
37 676 1340
37 677 1340
37 678 1334
36 679 1313
36 680 1312
36 681 1306
36 682 1304
36 683 1301
36 684 1294
36 685 1287
36 686 1280
36 687 1276
36 688 1274
36 689 1259
36 690 1263
35 691 1255
34 692 1261
34 693 1265
33 694 1270
33 695 1268
33 696 1267
33 697 1263
33 698 1250
33 699 1250
33 700 1240
33 701 1243
33 702 1230
33 703 1215
33 704 1200
33 705 1197
33 706 1190
32 707 1192
32 708 1197
32 709 1197
32 710 1190
31 711 1190
30 712 1192
29 713 1190
28 714 1191
27 715 1192
27 716 1179
27 717 1179
27 718 1181
26 719 1180
26 720 1180
25 721 1173
24 722 1173
24 723 1170
24 724 1170
24 725 1169
24 726 1167
23 727 1170
22 728 1167
22 729 1168
21 730 1172
20 731 1175
19 732 1170
19 733 1175
19 734 1170
18 735 1170
18 736 1171
17 737 1171
17 738 1170
16 739 1176
16 740 1166
15 741 1163
15 742 1162
14 743 1157
14 744 1157
14 745 1158
14 746 1159
14 747 1150
14 748 1154
13 749 1149
13 750 1158
13 751 1155
13 752 1148
12 753 1141
11 754 1148
11 755 1155
10 756 1155
10 757 1158
9 758 1153
9 759 1144
9 760 1140
9 761 1145
9 762 1139
9 763 1139
9 764 1139
9 765 1135
8 766 1133
7 767 1135
7 768 1130
6 769 1130
6 770 1133
6 771 1143
6 772 1147
5 773 1148
5 774 1156
4 775 1140
4 776 1135
4 777 1131
4 778 1130
3 779 1134
3 780 1130
3 781 1130
3 782 1127
2 783 1129
2 784 1150
2 785 1132
2 786 1130
2 787 1140
1 788 1125
1 789 1140
1 790 1129
1 791 1130
1 792 1131
1 793 1130
1 794 1127
1 795 1120
0 796 1112
0 797 1094
0 798 1092
0 799 1089
0 800 1073
0 801 1086
0 802 1111
0 803 1106
0 804 1103
0 805 1106
0 806 1090
0 807 1102
0 808 1082
0 809 1086
0 810 1067
0 811 1074
0 812 1077
0 813 1070
0 814 1064
0 815 1063
0 816 1058
0 817 1060
0 818 1054
0 819 1049
0 820 1053
0 821 1047
0 822 1048
0 823 1067
0 824 1053
0 825 1058
0 826 1060
0 827 1061
0 828 1064
0 829 1081
0 830 1083
0 831 1074
0 832 1079
0 833 1096
0 834 1096
0 835 1081
0 836 1079
0 837 1097
0 838 1076
0 839 1093
0 840 1108
0 841 1103
0 842 1102
0 843 1104
